store_code,store_name,city,state,region_name,open_date,close_date,square_feet
STORE-01842,Store 1842,San Jose,CA,West,02/25/2021,,6000.0
S-1843,Store 1843,Cincinnati,OH,Midwest,25-May-2019,,1800.0
s01844,Store 1844,Chicago,IL,Midwest,2018/12/16,,6000.0
 01845 ,STORE 1845, Columbus ,OH,MIDWEST,12-Dec-2021,,6000.0
S01846,store 1846,CHICAGO,il,Midwest,2018-02-15,,3000.0
S01847,Store 1847,Newark,NJ,Northeast,07/11/2018,,6000.0
01848,STORE 1848,Los Angeles,CA, West ,04/07/2020,,4500.0
01849,Store 1849,savannah,GA,south,2023-09-01,,1800.0
S01850,store 1850, Portland ,OR,West,2022-10-14,,3000.0
 S01851 ,STORE 1851, Green Bay , WI ,MIDWEST,15-May-2021,,3000.0
S01852, Store 1852 ,tacoma, WA , West ,2020/06/13,,4500.0
01853,STORE 1853,phoenix,AZ, West ,02/03/2024,,3000.0
S-1854,store 1854,NEW YORK,ny,NORTHEAST,17-May-2021,,1200.0
01855,Store 1855,memphis,TN, South ,03/10/2024,,1800.0
01856, Store 1856 ,st. paul,MN, Midwest ,03-Jul-2018,,3000.0
 S-1857 , Store 1857 ,memphis, TN ,south,2017/09/03,,1200.0
01858,STORE 1858, Green Bay ,WI,MIDWEST,2023-10-30,,2200.0
STORE-01859, Store 1859 ,Hartford,CT,NORTHEAST REGION,2022-12-08,,1800.0
S01860, Store 1860 ,HOUSTON, TX ,SOUTH,03-May-2023,,1800.0
S01861,Store 1861,LAS VEGAS,nv,west,13-Apr-2022,04-Dec-2025,6000.0
STORE-01862, Store 1862 , Newark , NJ ,Northeast,2016-01-06,,4500.0
s01863,STORE 1863,Nashville,tn,south,02/12/2017,,1200.0
S-1864,Store 1864,austin,TX, South ,11/02/2022,,2200.0
S01865,Store 1865, Columbus ,oh,MIDWEST,2023/05/30,,6000.0
01866, Store 1866 , Raleigh , NC , South ,2017/12/15,,6000.0
01867,STORE 1867,Madison,WI,Midwest,2023-11-24,,2200.0
 S-1868 ,Store 1868,New Haven,CT,Northeast,04/27/2017,,6000.0
STORE-01869,store 1869,augusta,GA, South ,01/11/2018,,4500.0
s-1870, Store 1870 ,Bolingbrook,IL, Midwest ,05-Jun-2019,,4500.0
S01871, Store 1871 ,KNOXVILLE,TN, South ,03/18/2021,,6000.0
s-1872,Store 1872, Los Angeles ,ca,west,10/06/2021,,3000.0
S-1873,Store 1873,Rochester,ny,Northeast,06-Oct-2018,,1800.0
01874,Store 1874,Henderson,NV,WEST,2023-08-03,,2200.0
S01875,store 1875,mesa,AZ,West,2018/09/21,,2200.0
s01876,Store 1876,Savannah,GA,South,2017/03/27,,1800.0
S01877,Store 1877,EUGENE,OR,WEST,2017/03/22,,6000.0
S-1878,Store 1878,springfield,MA,northeast,23-Nov-2023,,4500.0
s01879,Store 1879,RENO,NV, West ,12-Jun-2018,,3000.0
s01880,store 1880,ANN ARBOR, MI ,Midwest,2016/04/14,,1800.0
STORE-01881, Store 1881 , Henderson , NV , West ,10-Oct-2022,,1800.0
01882,Store 1882, Atlanta ,GA,south,2019-03-12,,4500.0
STORE-01883,store 1883,Hartford,CT, Northeast ,2023-12-19,,1200.0
S-1884, Store 1884 , Savannah ,GA,South,2022-04-27,,1800.0
 S-1885 , Store 1885 ,Worcester,MA,NORTHEAST,2016-05-01,,2200.0
STORE-01886,Store 1886,TAMPA,FL,south,2016/01/18,,3000.0
S-1887, Store 1887 ,Miami, FL ,south,2023-03-31,,6000.0
01888,store 1888,Green Bay, WI , Midwest ,2020-03-24,,2200.0
s01889,Store 1889,boston,MA,NORTHEAST REGION,2021-02-18,,1200.0
S-1890,Store 1890,GRAND RAPIDS,MI, Midwest ,11/10/2022,07/20/2025,4500.0
 01891 ,Store 1891,HARTFORD,ct,Northeast,2022-06-25,,4500.0
 STORE-01892 ,Store 1892,MINNEAPOLIS,MN,Midwest,26-Apr-2023,,4500.0
S01893,Store 1893, Boston ,MA,Northeast,2017/09/09,,3000.0
S01894,store 1894,Tampa, FL ,South,2019/01/13,,6000.0
S-1895,store 1895,orlando,fl, South Region ,2021/03/03,,3000.0
S-1896, Store 1896 ,BOSTON,MA,Northeast Region,08/05/2017,,6000.0
01897, Store 1897 ,portland,or,West,27-Nov-2020,2023-01-25,1800.0
STORE-01898, Store 1898 ,Tucson, AZ , West ,2021/04/17,,6000.0
S01899, Store 1899 ,Atlanta,GA,south,2020-06-21,,1200.0
s-1900, Store 1900 ,Phoenix,az,WEST,02/12/2020,,4500.0
store-01901,Store 1901,RENO, NV ,West Region,2021-01-29,,3000.0
S01902, Store 1902 ,Springfield,MA,Northeast,01/23/2020,04/18/2021,1200.0
S-1903,store 1903,St. Paul,MN,Midwest,01-Feb-2020,,6000.0
STORE-01904, Store 1904 ,ATLANTA,ga,South,11/20/2019,,1200.0
01905,Store 1905,Houston,TX,South,03-Sep-2018,,1200.0
S01906,store 1906,San Jose, CA ,WEST,04-Aug-2019,,1200.0
store-01907, Store 1907 ,Hartford,CT,NORTHEAST,2018-05-16,,4500.0
 STORE-01908 ,store 1908,Cleveland, OH ,Midwest,2020-03-11,,4500.0
STORE-01909,Store 1909, New Haven ,CT, Northeast ,08/07/2020,,6000.0
 01910 ,Store 1910,ANN ARBOR,MI,midwest,12/18/2021,2022-06-07,2200.0
S-1911,store 1911, Nashville ,TN,South,2022/06/10,,6000.0
01912,Store 1912,raleigh,nc,south,05/02/2020,2021-07-23,2200.0
STORE-01913, Store 1913 ,Spokane, WA ,West,08-Oct-2019,,4500.0
S-1914,STORE 1914,henderson,NV,West,11/19/2021,,1200.0
S01915,Store 1915,rochester,MN,Midwest,05/22/2018,,1800.0
STORE-01916,store 1916,NEW YORK,NY,northeast,2019-02-15,,3000.0
01917, Store 1917 ,Tacoma,wa,WEST,2017/06/25,,2200.0
S-1918,STORE 1918,BOSTON,MA,Northeast,21-Jun-2017,,3000.0
store-01919,Store 1919,Grand Rapids, MI ,MIDWEST,2021-02-13,,1800.0
STORE-01920,STORE 1920,Las Vegas,nv,WEST,2020/06/06,,6000.0
01921, Store 1921 , Hartford ,CT,NORTHEAST,2017-11-07,,2200.0
 STORE-01922 ,store 1922, Durham ,NC,SOUTH,2024-01-06,,1200.0
 S-1923 ,Store 1923,Cincinnati,OH, Midwest ,22-Jan-2022,,4500.0
01924,store 1924,Orlando,FL,south,22-May-2021,,6000.0
store-01925, Store 1925 ,New Haven,ct,NORTHEAST,01/12/2021,,6000.0
 01926 ,Store 1926,Charlotte,NC,South,2019-11-02,,2200.0
01927,STORE 1927,Memphis,TN,SOUTH,13-Jun-2018,,1200.0
STORE-01928,STORE 1928,detroit,MI,Midwest,25-Feb-2024,,3000.0
S01929,Store 1929,Houston,TX,South,08/29/2020,,2200.0
STORE-01930,store 1930,Pittsburgh,PA,Northeast,2021-10-10,,1800.0
 S-1931 ,Store 1931,augusta, GA ,SOUTH,2021/03/20,,4500.0
S01932,Store 1932,ORLANDO, FL , South ,01/29/2019,2021-08-20,6000.0
01933,store 1933, San Diego ,CA,West,2017-08-11,,1200.0
01934,store 1934, Miami ,FL,south,15-Feb-2021,,2200.0
S-1935,Store 1935,Memphis,TN,South,2023/05/27,,1200.0
s01936,STORE 1936,TAMPA,FL,South,01/21/2023,,1800.0
01937, Store 1937 ,Detroit, MI ,Midwest Region,09/09/2016,,2200.0
S01938,Store 1938,atlanta,GA,SOUTH,09/02/2016,,6000.0
STORE-01939,STORE 1939,Detroit, MI ,Midwest,2018/02/11,,6000.0
S01940, Store 1940 ,Milwaukee, WI , Midwest ,04/01/2019,,4500.0
 STORE-01941 ,Store 1941,Buffalo,NY,northeast,2021-05-13,,4500.0
STORE-01942,Store 1942,jersey city,NJ,Northeast,08-Mar-2024,,3000.0
 01943 , Store 1943 , Los Angeles , CA ,West,07/14/2021,,1800.0
S01944,Store 1944,Memphis,TN,SOUTH,2022/04/14,12/29/2025,1800.0
S01945, Store 1945 ,STAMFORD,CT,NORTHEAST,27-May-2016,,1800.0
S01946, Store 1946 ,Phoenix,AZ,West,2019-05-15,,3000.0
 01947 ,Store 1947,HOUSTON,TX,SOUTH,2018-09-06,,1200.0
s-1948,Store 1948, Tucson ,AZ, West ,2016-08-25,,6000.0
 S01949 ,Store 1949,Los Angeles,CA,West Region,05-Jun-2023,,1200.0
 S-1950 ,STORE 1950,Seattle,wa,West,04-Oct-2020,,4500.0
s01951,Store 1951,COLUMBUS,OH,Midwest,2023-09-27,,1200.0
S01952,store 1952,Columbus,OH,Midwest,06/04/2018,,6000.0
 S-1953 ,store 1953,Eugene,OR, West ,2024/03/18,2027/09/12,6000.0
S-1954,Store 1954,Houston,tx,South,15-Dec-2022,,4500.0
 01955 ,STORE 1955, Spokane ,WA,WEST,2022/04/23,,3000.0
 STORE-01956 ,STORE 1956,Memphis, TN , South ,2021/05/18,,1800.0
 STORE-01957 , Store 1957 ,Phoenix,AZ,WEST,05/14/2017,,6000.0
 S-1958 ,STORE 1958,Milwaukee,WI, Midwest ,10/24/2016,,6000.0
S-1959,Store 1959, Savannah ,GA,SOUTH,2023/12/15,,1800.0
STORE-01960,STORE 1960,Philadelphia,PA,northeast,23-Mar-2018,,1800.0
 01961 ,Store 1961,Rochester,NY,Northeast,2020/08/21,,6000.0
STORE-01962,Store 1962,Spokane,WA,west,12/12/2021,,6000.0
 S01963 ,Store 1963,Springfield,MA,Northeast,01/17/2020,2020/12/04,4500.0
 S01964 ,store 1964,Tampa,FL,South,2021/04/24,,1200.0
s-1965,STORE 1965, St. Paul , MN ,Midwest,2018/11/10,,1800.0
S01966,store 1966,MINNEAPOLIS,mn,MIDWEST,2016/02/19,,1800.0
01967,Store 1967,springfield,ma,Northeast,2018-05-21,,
store-01968,Store 1968,Paterson,NJ,Northeast,2023/12/26,,1200.0
01969,STORE 1969, Tampa ,FL,south,11/30/2023,,6000.0
S01970, Store 1970 , Salem ,OR,West,20-May-2023,,1200.0
 STORE-01971 ,Store 1971, Bolingbrook ,IL,Midwest,2021-04-03,,3000.0
 01972 ,Store 1972,LOS ANGELES,CA,WEST,14-Jul-2022,,6000.0
S-1973,Store 1973,Miami,FL, South ,2021-07-28,,2200.0
S01974, Store 1974 , Houston ,tx, South ,20-Dec-2016,,3000.0
01975,STORE 1975,St. Paul,MN,midwest,16-Jan-2020,,6000.0
 S-1976 ,Store 1976,New York,NY,Northeast,12-Feb-2018,,1200.0
S-1977,Store 1977,Mesa,AZ,west,2018/07/09,,4500.0
S-1978, Store 1978 ,mesa, AZ ,WEST,2019/06/01,,3000.0
 STORE-01979 ,Store 1979, Madison , WI ,MIDWEST,06-Jun-2020,,1200.0
 01980 ,store 1980, Jersey City ,NJ, Northeast ,09/29/2019,,3000.0
01981,Store 1981,Atlanta, GA ,South,2020/02/29,,1200.0
01982,STORE 1982,DETROIT,mi,MIDWEST,11/07/2020,,6000.0
01983,Store 1983,rochester,NY,northeast,01/07/2020,,2200.0
01984,Store 1984,Charlotte,nc,SOUTH,10/29/2021,,1800.0
 STORE-01985 ,STORE 1985,Los Angeles, CA , West ,02/03/2022,,1800.0
 S01986 ,Store 1986,St. Paul,MN,midwest region,12-Feb-2020,,4500.0
s-1987,Store 1987,Dallas,TX,South,2020/09/20,,6000.0
01988,Store 1988,durham, NC , South ,24-Oct-2023,,4500.0
01989,Store 1989,Nashville,TN,south,13-Dec-2018,,6000.0
 01990 ,Store 1990,COLUMBUS,OH,Midwest,2023/10/11,,6000.0
S-1991,Store 1991,jersey city,NJ,northeast,17-Feb-2016,,2200.0
S-1992,Store 1992,SAN DIEGO,CA, West ,2022/05/16,,1800.0
S-1993,Store 1993,SEATTLE,WA,WEST,2017/02/26,,4500.0
store-01994,store 1994,Rochester,MN, Midwest Region ,25-Nov-2019,,1200.0
S-1995,STORE 1995,ROCHESTER,NY,NORTHEAST,22-Aug-2017,,3000.0
S-1996,STORE 1996,Cincinnati,oh,Midwest,2018-04-17,,1200.0
01997,Store 1997,mesa,AZ,West,02/26/2024,17-Nov-2026,4500.0
S01998,Store 1998, Atlanta , GA ,south,2021/06/06,,4500.0
s-1999,Store 1999,SAVANNAH,GA,South,10/08/2018,,4500.0
s-2000,Store 2000, Tampa , FL ,South,03-Jun-2022,11-Jul-2024,1200.0
s01889,Store 1889,boston,MA,NORTHEAST REGION,2021-02-18,,1200.0
 S01544 ,STORE 1544,madison, WI ,Midwest,2020-02-29,,4500.0
STORE-01106,STORE 1106,Houston,TX, South ,2023-07-31,,1800.0
S01030,store 1030,Ann Arbor, MI ,Midwest,06/20/2022,,6000.0
00485,Store 485,Pittsburgh, PA , Northeast ,2022-09-28,,1200.0
s01889,Store 1889,boston,MA,NORTHEAST REGION,2021-02-18,,1200.0
 STORE-00912 ,STORE 912,LAS VEGAS,NV,WEST,12/11/2017,,1200.0
S-561,Store 561,MILWAUKEE,WI,Midwest,19-Jul-2019,,6000.0
s-503,Store 503,Knoxville,TN,SOUTH,06/02/2021,,1800.0
01670,Store 1670,ROCHESTER,NY,Northeast,08-Aug-2022,,4500.0
STORE-00541,Store 541,BOLINGBROOK,il,Midwest,18-May-2017,,1200.0
 S00727 ,Store 727,nashville,TN,south,2023/06/14,,6000.0
00089,STORE 89,Springfield, MA , Northeast ,2020/01/22,2022-01-13,4500.0
 S-1242 ,Store 1242,Hartford,CT,Northeast,03/28/2021,,2200.0
01679,store 1679, Memphis , TN ,SOUTH,2021/04/28,,4500.0
S-826,Store 826,Boston,MA,northeast,2019-08-09,,1200.0
S-1041,Store 1041,KNOXVILLE,TN, South ,10/22/2019,,4500.0
STORE-00654,Store 654,PHILADELPHIA,PA,Northeast,2016/05/11,,1800.0
STORE-01268, Store 1268 ,raleigh, NC , South ,2023-02-14,,4500.0
 S00439 ,Store 439,reno,NV,West,2016-10-26,,4500.0
STORE-01031,Store 1031, Pittsburgh , PA ,northeast,2020/04/09,,2200.0
STORE-00084,Store 84, Henderson , NV ,WEST,2023/02/15,,2200.0
00810,STORE 810,Worcester,ma,northeast,2022/12/21,,1800.0
 STORE-00324 ,STORE 324,rochester, MN ,midwest,2021-04-04,,3000.0
STORE-01530,Store 1530, Milwaukee ,WI,Midwest,2020-07-23,,2200.0
S-663,Store 663,SAN DIEGO,CA,WEST,24-Jul-2017,,1800.0
00119,STORE 119,Augusta,GA,South,06-Jun-2021,,2200.0
S-307,Store 307,Reno,NV,west,17-May-2023,,2200.0
00491,Store 491,Detroit,MI,Midwest,2019-09-28,,1200.0
STORE-00093,store 93,MILWAUKEE,WI, Midwest ,06/28/2018,,1200.0
S01048,Store 1048,charlotte,NC,south,04/01/2020,,3000.0
 STORE-01763 , Store 1763 ,Pittsburgh,PA,NORTHEAST,2016/03/21,,3000.0
store-01169,STORE 1169,CHARLOTTE,NC,South,02/06/2020,,6000.0
S-1321,store 1321, Houston , TX ,South,18-Feb-2017,,1800.0
S01212,Store 1212, Dallas ,TX,South,2018-12-15,,4500.0
 STORE-01698 ,Store 1698,STAMFORD,CT,northeast,02/20/2017,,2200.0
STORE-01379,STORE 1379,LAS VEGAS,NV,West,2017-11-08,,3000.0
00799,Store 799,Cincinnati,OH,Midwest,02-Nov-2022,,1800.0
S00575,store 575, Spokane ,WA,West,12/03/2023,,3000.0
S00806, Store 806 ,San Jose,CA,West,17-Mar-2017,,6000.0
